1,18,0.12333
1,22,-0.10836
1,24,0.23345
1,27,-0.061707
1,37,0.11735
1,38,-0.013191
1,40,-0.079854
3,1,0.07754
3,4,0.093987
3,6,0.21822
3,7,0.073727
3,14,0.26936
3,15,-0.014561
3,16,-0.15826
3,18,0.040222
3,20,-0.18647
3,22,0.15267
3,24,0.028406
3,25,-0.031534
3,27,-0.11237
3,33,0.16352
3,37,0.12954
3,38,-0.051549
3,40,-0.29391
3,41,0.11405
3,43,0.062819
3,44,0.010944
3,45,0.044155
3,46,0.016759
3,48,0.019331
3,50,-0.20658
3,51,-0.090969
3,52,0.078304
3,55,0.32365
3,56,0.092354
3,57,-0.10631
3,59,-0.23727
3,60,-0.082203
3,66,0.25382
4,1,0.10316
4,7,0.10575
4,18,0.051218
4,22,0.15623
4,24,0.17389
4,27,-0.11821
4,37,0.16442
4,38,0.069819
4,40,-0.081565
4,44,-0.32075
4,48,-0.097389
4,50,-0.37063
4,51,-0.23656
4,52,0.13775
4,57,0.12803
4,60,-0.23718
4,66,-0.17351
6,1,-0.01429
6,4,-0.14861
6,7,0.017028
6,14,0.051743
6,15,0.038018
6,16,-0.093203
6,18,0.077178
6,20,0.019827
6,22,0.080578
6,24,0.04602
6,25,-0.0085591
6,27,-0.15778
6,33,0.1079
6,37,-0.019638
6,38,0.20269
6,40,-0.016206
6,41,0.28663
6,43,0.25928
6,44,0.25258
6,45,0.12684
6,46,-0.14066
6,48,-0.078282
6,50,-0.0037998
6,51,0.11304
6,52,-0.21071
6,55,0.11938
6,56,-0.12808
6,57,-0.084716
6,59,-0.23179
6,60,-0.16688
6,66,-0.068975
7,1,0.060618
7,18,-0.086861
7,22,0.18028
7,24,0.15337
7,27,0.0075158
7,37,0.10979
7,38,0.2478
7,40,-0.04948
11,1,-0.070525
11,3,0.05627
11,4,0.25803
11,6,0.31016
11,7,0.087967
11,14,0.02874
11,15,-0.015251
11,16,0.12311
11,18,0.078698
11,20,0.27376
11,22,0.010759
11,24,0.12734
11,25,0.15152
11,27,-0.10073
11,33,-0.31424
11,37,0.22
11,38,-0.044514
11,40,-0.15525
11,41,0.098475
11,43,0.15584
11,44,0.072525
11,45,0.086401
11,46,0.10136
11,48,0.099065
11,50,-0.05815
11,51,0.06301
11,52,0.095412
11,55,0.13416
11,56,-0.13371
11,57,0.13158
11,59,-0.04052
11,60,-0.044795
11,66,-0.022876
14,1,0.2345
14,4,-0.034447
14,7,-0.060058
14,18,-0.10602
14,22,0.084895
14,24,-0.040005
14,25,0.11392
14,27,0.034746
14,33,0.14014
14,37,0.16539
14,38,0.11513
14,40,-0.14717
14,41,-0.0055827
14,43,0.060933
14,44,0.25195
14,45,-0.29822
14,48,0.15273
14,50,-0.18492
14,51,-0.0094745
14,52,-0.087566
14,56,-0.18741
14,57,-0.14733
14,59,0.067641
14,60,-0.18653
14,66,0.17048
15,1,-0.085972
15,4,-0.043633
15,7,0.13676
15,14,-0.18654
15,16,0.097949
15,18,0.08846
15,20,0.069726
15,22,0.13856
15,24,-0.11169
15,25,0.02367
15,27,-0.21966
15,33,-0.013519
15,37,0.11635
15,38,-0.094458
15,40,0.0095103
15,41,0.16625
15,43,-0.085203
15,44,-0.15039
15,45,0.29601
15,48,0.015822
15,50,-0.044114
15,51,0.48627
15,52,0.17476
15,55,0.105
15,56,0.1579
15,57,0.31495
15,59,-0.0792
15,60,-0.097552
15,66,-0.0027286
16,1,0.088957
16,4,0.02917
16,7,0.061809
16,14,-0.063338
16,18,0.09614
16,22,0.048267
16,24,-0.12777
16,25,0.058606
16,27,-0.05943
16,33,-0.09167
16,37,0.20593
16,38,0.033195
16,40,-0.048954
16,41,-0.016949
16,43,-0.095698
16,44,0.15405
16,45,-0.028824
16,48,0.15644
16,50,-0.086448
16,51,0.13651
16,52,-0.035925
16,56,-0.10954
16,57,0.28875
16,59,0.33773
16,60,-0.13423
16,66,-0.14175
20,1,-0.06197
20,4,0.0072392
20,7,0.21402
20,14,-0.035652
20,16,0.24518
20,18,0.0091328
20,22,0.14843
20,24,0.14533
20,25,0.15143
20,27,-0.11691
20,33,-0.13019
20,37,0.1088
20,38,0.12867
20,40,-0.030032
20,41,-0.15705
20,43,0.10752
20,44,0.16346
20,45,-0.076792
20,48,0.21149
20,50,-0.044774
20,51,-0.057026
20,52,0.00034045
20,56,-0.020808
20,57,0.19059
20,59,0.48762
20,60,-0.10501
20,66,0.12688
22,18,0.34266
22,24,0.064823
22,27,-0.34294
22,37,0.081378
22,38,0.2278
22,40,0.31311
24,18,0.14919
25,1,0.17382
25,4,0.24598
25,7,0.061646
25,18,0.08756
25,22,0.13618
25,24,-0.10701
25,27,0.017525
25,33,-0.15192
25,37,-0.10289
25,38,-0.15994
25,40,0.032376
25,44,0.10142
25,48,0.05819
25,50,-0.18051
25,51,-0.1616
25,52,0.10814
25,56,-0.12844
25,57,0.077907
25,60,-0.21876
25,66,-0.072604
27,18,-0.1039
27,24,0.01379
33,1,-0.095766
33,4,-0.020947
33,7,-0.030158
33,18,-0.012462
33,22,0.27779
33,24,0.047173
33,27,-0.12957
33,37,-0.1175
33,38,0.37274
33,40,0.054281
33,44,-0.04124
33,48,0.1389
33,50,-0.18718
33,51,-0.011724
33,52,-0.15753
33,56,0.0018885
33,57,-0.13866
33,60,-0.28406
33,66,-0.23614
37,18,0.083485
37,24,-0.066882
37,27,-0.10002
38,18,0.042028
38,24,0.22659
38,27,-0.038306
38,37,-0.046068
40,18,0.097961
40,24,0.091505
40,27,-0.010158
40,37,-0.27074
40,38,0.13722
41,1,0.028915
41,4,-0.011389
41,7,-0.19613
41,18,0.00094971
41,22,-0.17557
41,24,0.066669
41,25,-0.17905
41,27,0.24835
41,33,0.0029807
41,37,0.01486
41,38,-0.107
41,40,-0.12126
41,43,0.08503
41,44,0.064896
41,45,0.66567
41,48,0.35065
41,50,0.038914
41,51,0.30435
41,52,0.1795
41,56,-0.081881
41,57,-0.20076
41,59,-0.44031
41,60,0.19762
41,66,-0.18451
43,1,-0.14842
43,4,0.0022102
43,7,-0.071618
43,18,-0.15275
43,22,-0.11009
43,24,0.11699
43,25,0.0086755
43,27,-0.15406
43,33,0.13983
43,37,0.11006
43,38,0.02797
43,40,-0.12944
43,44,0.024369
43,45,-0.051007
43,48,0.079222
43,50,-0.18101
43,51,0.064694
43,52,-0.006329
43,56,-0.3855
43,57,0.010013
43,60,-0.27085
43,66,0.12853
44,1,0.27121
44,7,0.058729
44,18,0.058524
44,22,0.083677
44,24,0.082355
44,27,0.064282
44,37,-0.11013
44,38,0.11962
44,40,0.13278
45,1,-0.15242
45,4,-0.14266
45,7,-0.096316
45,18,-0.025418
45,22,0.0024462
45,24,-0.02432
45,25,-0.14972
45,27,0.13021
45,33,2.2887e-05
45,37,-0.015995
45,38,-0.18759
45,40,0.049449
45,44,-0.051061
45,48,0.42552
45,50,0.17729
45,51,0.24755
45,52,0.20147
45,56,0.28067
45,57,-0.023403
45,60,0.32491
45,66,-0.1245
46,1,-0.037554
46,4,-0.10248
46,7,0.17361
46,14,-0.12887
46,15,0.1603
46,16,0.24776
46,18,-0.0046431
46,20,0.36535
46,22,0.0015105
46,24,0.13772
46,25,0.0032979
46,27,-0.19853
46,33,-0.1306
46,37,0.11503
46,38,-0.15897
46,40,-0.095225
46,41,-0.17848
46,43,0.037946
46,44,-0.02997
46,45,0.041391
46,48,0.08606
46,50,0.055623
46,51,0.022621
46,52,0.24455
46,55,0.1085
46,56,0.21121
46,57,0.18051
46,59,0.17768
46,60,0.0022117
46,66,0.14554
48,1,-0.033829
48,7,-0.38756
48,18,-0.014586
48,22,-0.014053
48,24,-0.0014634
48,27,-0.0087775
48,37,0.046171
48,38,-0.10683
48,40,-0.0063484
48,44,0.059759
48,52,0.2469
48,60,0.23583
50,1,-0.094413
50,7,-0.28545
50,18,0.066176
50,22,0.018645
50,24,-0.13986
50,27,-0.11491
50,37,-0.20265
50,38,-0.30457
50,40,0.21851
