1,18,0.049664
1,22,0.017508
1,24,0.034428
1,27,-0.11568
1,37,0.12593
1,38,-0.013994
1,40,0.11356
7,1,0.32081
7,18,-0.17104
7,22,0.019666
7,24,0.06412
7,27,-0.05333
7,37,0.04058
7,38,0.012907
7,40,0.091252
21,1,-0.13937
21,7,0.061456
21,18,-0.029247
21,22,0.049185
21,24,0.021306
21,27,0.23206
21,29,0.11992
21,36,-0.014535
21,37,-0.10244
21,38,0.052552
21,40,-0.12633
21,43,0.23469
21,44,-0.10706
21,45,0.3166
21,48,0.37175
21,50,0.059559
21,51,0.32162
21,52,-0.12108
21,57,0.13395
21,60,-0.055281
21,66,0.023989
21,71,-0.067847
21,73,-0.049638
21,74,-0.050337
22,18,0.075911
22,24,-0.02942
22,27,-0.062563
22,37,0.036867
22,38,-0.080789
22,40,-0.095112
24,18,-0.093636
27,18,-0.15535
27,24,-0.15295
29,1,-0.038678
29,7,0.044807
29,18,-0.0080046
29,22,0.028945
29,24,-0.054571
29,27,0.14751
29,36,-0.025623
29,37,-0.0091881
29,38,0.015468
29,40,-0.11107
29,44,0.10965
29,48,0.10722
29,50,0.12886
29,51,-0.045632
29,52,0.32304
29,57,-0.13396
29,60,0.018363
29,66,0.11717
36,1,-0.043321
36,7,-0.009199
36,18,-0.086433
36,22,-0.022174
36,24,-0.2783
36,27,0.076035
36,37,0.33405
36,38,0.27537
36,40,-0.21525
37,18,-0.15764
37,24,-0.30166
37,27,0.12042
38,18,-0.032925
38,24,-0.086525
38,27,0.052014
38,37,0.17063
40,18,-0.10209
40,24,0.23423
40,27,-0.076625
40,37,-0.086552
40,38,-0.092606
42,1,-0.037657
42,7,0.066771
42,18,-0.16539
42,21,0.35105
42,22,-0.16153
42,24,0.083435
42,27,0.44154
42,29,0.0079539
42,36,0.20416
42,37,-0.040774
42,38,0.12513
42,40,-0.22347
42,43,0.50853
42,44,-0.29673
42,45,0.77541
42,48,0.62909
42,49,0.65222
42,50,0.041085
42,51,0.23043
42,52,-0.22078
42,57,0.45722
42,59,0.20536
42,60,-0.029963
42,62,0.53611
42,66,-0.010417
42,71,-0.25538
42,73,-0.2316
42,74,0.30032
43,1,-0.077343
43,7,-0.053404
43,18,-0.13297
43,22,-0.14772
43,24,-0.17428
43,27,0.27933
43,29,-0.0056641
43,36,0.5143
43,37,0.21884
43,38,0.32513
43,40,-0.17977
43,44,-0.31292
43,45,0.55573
43,48,0.49125
43,50,0.22835
43,51,0.3048
43,52,-0.2353
43,57,0.49199
43,60,0.1544
43,66,0.20149
43,71,-0.15585
43,74,0.22187
44,1,0.12824
44,7,0.19108
44,18,0.031404
44,22,0.30375
44,24,-0.085445
44,27,-0.011681
44,36,-0.19774
44,37,-0.17103
44,38,-0.12353
44,40,0.10557
45,1,-0.017972
45,7,-0.11336
45,18,-0.080955
45,22,-0.15086
45,24,-0.10567
45,27,0.37418
45,29,0.011703
45,36,0.48617
45,37,0.2241
45,38,0.2382
45,40,-0.34974
45,44,-0.48015
45,48,0.74947
45,50,-0.015876
45,51,0.35228
45,52,-0.22907
45,57,0.41599
45,60,0.081305
45,66,0.042514
45,71,-0.25
45,74,0.29065
48,1,-0.059852
48,7,0.013322
48,18,-0.055545
48,22,-0.16971
48,24,-0.13571
48,27,0.40175
48,36,0.27059
48,37,0.19188
48,38,0.23357
48,40,-0.38012
48,44,-0.31205
48,52,-0.17723
48,60,0.017542
49,1,0.040348
49,7,-0.083557
49,18,0.05155
49,21,0.2723
49,22,-0.11325
49,24,-0.11933
49,27,0.27337
49,29,-0.019776
49,36,0.42103
49,37,0.18001
49,38,0.15475
49,40,-0.37369
49,43,0.56342
49,44,-0.47165
49,45,0.86512
49,48,0.66876
49,50,-0.0034959
49,51,0.36575
49,52,-0.26266
49,57,0.38136
49,59,0.27733
49,60,0.17086
49,66,0.088274
49,71,-0.1909
49,73,-0.14485
49,74,0.26772
50,1,-0.050524
50,7,0.11923
50,18,-0.080279
50,22,0.15485
50,24,-0.12172
50,27,0.21785
50,36,0.12071
50,37,0.27802
50,38,0.12354
50,40,-0.010766
50,44,0.069797
50,48,0.003985
50,51,-0.049939
50,52,0.22062
50,60,0.13676
51,1,0.12712
51,7,0.081813
51,18,-0.052119
51,22,-0.049796
51,24,0.081014
51,27,0.29924
51,36,0.11431
51,37,0.036846
51,38,0.114
51,40,-0.11151
51,44,0.015137
51,48,0.41391
51,52,-0.002449
51,60,0.14346
52,1,-0.028372
52,7,0.053994
52,18,-0.0028498
52,22,0.16445
52,24,-0.11312
52,27,-0.022428
52,36,0.025147
52,37,0.094189
52,38,-0.037194
52,40,0.12828
52,44,0.28632
52,60,0.23043
57,1,-0.15892
57,7,-0.21354
57,18,-0.0097827
57,22,-0.02153
57,24,0.071617
57,27,0.21868
57,36,0.21861
57,37,-9.5264e-05
57,38,0.13086
57,40,-0.30183
57,44,-0.25933
57,48,0.38372
57,50,0.10679
57,51,0.33892
57,52,-0.12367
57,60,0.086661
57,66,0.1679
59,1,0.33231
59,7,0.1032
59,18,-0.11348
59,21,-0.076046
59,22,0.10268
59,24,0.082179
59,27,0.10472
